residuals = [41.1458 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -112.104, 298.943, -411.633, 2.63867, 0, -0.718612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.272338, 0, 1, 0, 21.3629, 1.62695, 25.024, 231.229, 0.123905]
residuals = [-2.4257 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18.3608, 48.9621, 1097.69, 0, 2.63867, -0.117697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0446047, 0, 1, 3.49891, 0.266469, 82.5411, 25.024, 0.0202937]
residuals = [-7.62481 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435.441, 0, -548.844, 2.63867, 0, 2.09347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.793378, 0, 1, 0, -540.212, -357.117, -290.621, 1977.57, -236.079]
residuals = [-3.07309 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 0, 0, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 121.077, 80.0404, 746.037, -290.621, 52.9122]
residuals = [-14.6838 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 362.327, -90.5817, -548.844, 2.63867, 0, 1.74196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.660164, 0, 1, 0, -317.842, -148.57, -241.823, 1379.24, -69.4471]
residuals = [-1.82608 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 24.3988, 137.211, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 85.6127, 40.0184, 546.595, -241.823, 18.706]
residuals = [-17.9124 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289.213, -144.606, -548.844, 2.63867, 0, 1.39045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.526949, 0, 1, 0, -167.872, -51.922, -193.026, 890.585, -16.0592]
residuals = [0.874362 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 48.7975, 274.422, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 56.6486, 17.5211, 383.71, -193.026, 5.41919]
residuals = [-17.2133 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216.099, -162.074, -548.844, 2.63867, 0, 1.03894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.393734, 0, 1, 0, -75.6938, -14.128, -144.228, 511.601, -2.63694]
residuals = [2.31711 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 73.1963, 411.633, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 34.185, 6.38052, 257.383, -144.228, 1.1909]
residuals = [-13.1461 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142.985, -142.985, -548.844, 2.63867, 0, 0.687427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.26052, 0, 1, 0, -26.6968, -2.65607, -95.4305, 242.288, -0.264253]
residuals = [5.09848 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 97.5951, 548.844, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 18.222, 1.81292, 167.612, -95.4305, 0.180368]
residuals = [-4.63762 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69.8707, -87.3384, -548.844, 2.63867, 0, 0.335917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.127305, 0, 1, 0, -6.2712, -0.299929, -46.6329, 82.6468, -0.0143445]
residuals = [6.65061 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 121.994, 686.055, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 8.75958, 0.418939, 114.398, -46.6329, 0.0200363]
residuals = [6.60049 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.24328, 4.86492, -548.844, 2.63867, 0, -0.0155927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0059093, 0, 1, 0, 0.192668, 0.00609884, 2.16462, 32.6762, 0.000193057]
residuals = [8.7316 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 146.393, 823.266, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 5.79767, 0.183523, 97.7409, 2.16462, 0.00580936]
residuals = [22.13 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -76.3573, 133.625, -548.844, 2.63867, 0, -0.367102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.139124, 0, 1, 0, 7.30462, 0.372354, 50.9622, 92.3766, 0.0189808]
residuals = [11.0772 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 170.791, 960.477, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 9.3363, 0.475919, 117.641, 50.9622, 0.0242601]
residuals = [41.1606 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -149.471, 298.943, -548.844, 2.63867, 0, -0.718612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.272338, 0, 1, 0, 29.6744, 3.1392, 99.7597, 261.748, 0.332089]
residuals = [13.2652 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -97.5951, 195.19, 1097.69, 0, 2.63867, -0.469207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177819, 0, 1, 19.3755, 2.04969, 174.098, 99.7597, 0.216833]
residuals = [-7.22457 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 544.301, 0, -686.055, 2.63867, 0, 2.09347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.793378, 0, 1, 0, -593.428, -430.942, -508.341, 2044.64, -312.946]
residuals = [-2.31941 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 0, 0, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 232.646, 168.946, 947.265, -508.341, 122.687]
residuals = [-14.4068 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 452.909, -90.5817, -686.055, 2.63867, 0, 1.74196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.660164, 0, 1, 0, -362.123, -192.851, -422.986, 1446.32, -102.705]
residuals = [2.17973 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 42.6773, 137.211, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 170.613, 90.8613, 747.823, -422.986, 48.3889]
residuals = [-17.64 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 361.516, -144.606, -686.055, 2.63867, 0, 1.39045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.526949, 0, 1, 0, -203.218, -76.0883, -337.632, 957.661, -28.4888]
residuals = [5.89311 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 85.3546, 274.422, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 119.95, 44.9114, 584.939, -337.632, 16.8156]
residuals = [-16.7248 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270.123, -162.074, -686.055, 2.63867, 0, 1.03894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.393734, 0, 1, 0, -102.104, -25.7066, -252.277, 578.677, -6.47212]
residuals = [9.70207 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 128.032, 411.633, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 80.6579, 20.3072, 458.611, -252.277, 5.11271]
residuals = [-11.9132 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178.731, -142.985, -686.055, 2.63867, 0, 0.687427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.26052, 0, 1, 0, -44.1714, -7.27118, -166.923, 309.364, -1.19693]
residuals = [13.9635 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 170.709, 548.844, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 52.7361, 8.68104, 368.84, -166.923, 1.42901]
residuals = [-4.9044 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87.3384, -87.3384, -686.055, 2.63867, 0, 0.335917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.127305, 0, 1, 0, -14.8103, -1.67281, -81.5683, 149.723, -0.188942]
residuals = [17.9842 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 213.386, 686.055, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 36.1848, 4.08703, 315.626, -81.5683, 0.461625]
residuals = [7.30691 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.0541, 4.86492, -686.055, 2.63867, 0, -0.0155927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0059093, 0, 1, 0, 0.589041, 0.0570056, 3.78626, 99.7523, 0.00551683]
residuals = [21.5906 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 256.064, 823.266, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 31.004, 3.00047, 298.969, 3.78626, 0.290377]
residuals = [22.7257 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -95.4466, 133.625, -686.055, 2.63867, 0, -0.367102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.139124, 0, 1, 0, 16.6365, 1.93146, 89.1408, 159.453, 0.224237]
residuals = [25.3333 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 298.741, 960.477, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 37.1936, 4.31808, 318.869, 89.1408, 0.501319]
residuals = [41.5793 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -186.839, 298.943, -686.055, 2.63867, 0, -0.718612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.272338, 0, 1, 0, 47.9418, 8.19375, 174.495, 328.824, 1.4004]
residuals = [29.5702 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -213.386, 341.418, 1097.69, 0, 2.63867, -0.820717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.311034, 0, 1, 54.7537, 9.35797, 375.326, 174.495, 1.59937]
residuals = [-9.28709 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51103, 0, 1.94372, 0, 0, 0, 0, 0, 0, -0.774071, 0, 1, 0, -495.009, -307.332, 234.765, 1873.81, -190.811]
residuals = [-5.86052 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -94.1494, -58.4538, 684.14, 234.765, -36.2917]
residuals = [-16.578 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -84.5205, 0, 2.51103, 0, 1.62539, 0, 0, 0, 0, 0, 0, -0.647301, 0, 1, 0, -293.806, -129.473, 196.317, 1317.03, -57.0551]
residuals = [-7.41593 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19.2239, 130.574, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -66.8251, -29.4481, 498.546, 196.317, -12.977]
residuals = [-19.678 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -135.935, 0, 2.51103, 0, 1.30707, 0, 0, 0, 0, 0, 0, -0.52053, 0, 1, 0, -156.891, -45.9105, 157.87, 859.566, -13.4347]
residuals = [-6.70884 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38.4478, 261.147, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -44.3749, -12.9853, 346.058, 157.87, -3.79985]
residuals = [-19.0016 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -154.244, 0, 2.51103, 0, 0.988743, 0, 0, 0, 0, 0, 0, -0.393759, 0, 1, 0, -71.6736, -12.6663, 119.422, 501.419, -2.23841]
residuals = [-7.94664 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -57.6717, 391.721, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -26.7987, -4.73592, 226.675, 119.422, -0.836941]
residuals = [-15.0647 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -139.447, 0, 2.51103, 0, 0.670418, 0, 0, 0, 0, 0, 0, -0.266989, 0, 1, 0, -25.5635, -2.37634, 80.974, 242.59, -0.220902]
residuals = [-7.85673 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -76.8956, 522.295, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -14.0965, -1.31039, 140.399, 80.974, -0.121812]
residuals = [-8.05215 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -91.544, 0, 2.51103, 0, 0.352092, 0, 0, 0, 0, 0, 0, -0.140218, 0, 1, 0, -5.97004, -0.246782, 42.5262, 83.0788, -0.0102012]
residuals = [-9.16276 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -96.1195, 652.869, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -6.26843, -0.259116, 87.2285, 42.5262, -0.010711]
residuals = [1.23772 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10.5354, 0, 2.51103, 0, 0.0337672, 0, 0, 0, 0, 0, 0, -0.0134475, 0, 1, 0, -0.302732, -0.00661665, 4.07845, 22.8846, -0.000144616]
residuals = [-7.99839 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -115.343, 783.442, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -3.31438, -0.0724404, 67.1638, 4.07845, -0.00158329]
residuals = [16.9072 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103.579, 0, 2.51103, 0, -0.284558, 0, 0, 0, 0, 0, 0, 0.113323, 0, 1, 0, 4.029, 0.139072, -34.3693, 62.008, 0.00480045]
residuals = [-10.0774 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -134.567, 914.016, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -5.23437, -0.180679, 80.205, -34.3693, -0.00623661]
residuals = [35.1148 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250.799, 0, 2.51103, 0, -0.602883, 0, 0, 0, 0, 0, 0, 0.240094, 0, 1, 0, 19.6157, 1.55593, -72.8171, 200.449, 0.123417]
residuals = [-11.2793 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -153.791, 1044.59, 0, 2.51103, 0.36969, 0, 0, 0, 0, 0, 0, 0, -0.147226, 0, 1, -12.0284, -0.954101, 126.352, -72.8171, -0.0756799]
residuals = [-1.93913 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101.073, 0, -130.574, 2.51103, 0, 1.94372, 0, 0, 0, 0, 0, 0, -0.774071, 0, 1, 0, -478.061, -286.648, 32.6184, 1851.92, -171.875]
residuals = [-4.73868 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, 0, 0, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -12.6333, -7.57498, 618.455, 32.6184, -4.542]
residuals = [-11.3469 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84.5205, -84.5205, -130.574, 2.51103, 0, 1.62539, 0, 0, 0, 0, 0, 0, -0.647301, 0, 1, 0, -279.633, -117.283, 27.2764, 1295.14, -49.1904]
residuals = [-2.26816 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -2.67098, 130.574, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -8.83684, -3.70632, 432.861, 27.2764, -1.55449]
residuals = [-16.0374 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67.9676, -135.935, -130.574, 2.51103, 0, 1.30707, 0, 0, 0, 0, 0, 0, -0.52053, 0, 1, 0, -145.494, -39.4827, 21.9345, 837.671, -10.7144]
residuals = [-1.99283 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -5.34195, 261.147, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -5.71759, -1.55158, 280.373, 21.9345, -0.421053]
residuals = [-16.5582 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51.4146, -154.244, -130.574, 2.51103, 0, 0.988743, 0, 0, 0, 0, 0, 0, -0.393759, 0, 1, 0, -63.0522, -9.80241, 16.5925, 479.525, -1.52393]
residuals = [-0.239957 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -8.01293, 391.721, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -3.27555, -0.509233, 160.991, 16.5925, -0.0791678]
residuals = [-14.6585 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.8617, -139.447, -130.574, 2.51103, 0, 0.670418, 0, 0, 0, 0, 0, 0, -0.266989, 0, 1, 0, -19.7178, -1.41379, 11.2506, 220.695, -0.101371]
residuals = [0.861422 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -10.6839, 522.295, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -1.5107, -0.10832, 74.7145, 11.2506, -0.00776668]
residuals = [-8.29354 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.3088, -91.544, -130.574, 2.51103, 0, 0.352092, 0, 0, 0, 0, 0, 0, -0.140218, 0, 1, 0, -2.89999, -0.0582305, 5.90861, 61.1839, -0.00116924]
residuals = [2.28873 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -13.3549, 652.869, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -0.423064, -0.00849494, 21.5439, 5.90861, -0.000170575]
residuals = [-0.406014 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75589, -10.5354, -130.574, 2.51103, 0, 0.0337672, 0, 0, 0, 0, 0, 0, -0.0134475, 0, 1, 0, -0.00830049, -4.97425e-06, 0.566662, 0.989772, -2.98092e-09]
residuals = [2.47354 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -16.0259, 783.442, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -0.0126263, -7.56656e-06, 1.47923, 0.566662, -4.53443e-09]
residuals = [13.6432 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14.797, 103.579, -130.574, 2.51103, 0, -0.284558, 0, 0, 0, 0, 0, 0, 0.113323, 0, 1, 0, 1.54781, 0.0205248, -4.77529, 40.1131, 0.000272171]
residuals = [3.39212 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -18.6968, 914.016, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -0.279392, -0.00370489, 14.5204, -4.77529, -4.91289e-05]
residuals = [30.161 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31.3499, 250.799, -130.574, 2.51103, 0, -0.602883, 0, 0, 0, 0, 0, 0, 0.240094, 0, 1, 0, 14.3589, 0.833726, -10.1172, 178.554, 0.048409]
residuals = [5.57816 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67098, -21.3678, 1044.59, 0, 2.51103, 0.0513649, 0, 0, 0, 0, 0, 0, 0, -0.0204557, 0, 1, -1.22336, -0.0710324, 60.6673, -10.1172, -0.00412439]
residuals = [5.05056 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202.147, 0, -261.147, 2.51103, 0, 1.94372, 0, 0, 0, 0, 0, 0, -0.774071, 0, 1, 0, -486.739, -297.149, -169.528, 1863.13, -181.406]
residuals = [-5.2798 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27.7639, 0, 0, 0, 2.51103, -0.26696, 0, 0, 0, 0, 0, 0, 0, 0.106315, 0, 1, 66.8512, 40.812, 652.088, -169.528, 24.9153]
residuals = [-6.02919 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169.041, -84.5205, -261.147, 2.51103, 0, 1.62539, 0, 0, 0, 0, 0, 0, -0.647301, 0, 1, 0, -286.89, -123.449, -141.765, 1306.35, -53.1203]
residuals = [-2.98726 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27.7639, 13.8819, 130.574, 0, 2.51103, -0.26696, 0, 0, 0, 0, 0, 0, 0, 0.106315, 0, 1, 47.1198, 20.2757, 466.494, -141.765, 8.72466]
residuals = [-11.9791 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135.935, -135.935, -261.147, 2.51103, 0, 1.30707, 0, 0, 0, 0, 0, 0, -0.52053, 0, 1, 0, -151.33, -42.7134, -114.001, 848.882, -12.0561]
residuals = [0.712144 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27.7639, 27.7639, 261.147, 0, 2.51103, -0.26696, 0, 0, 0, 0, 0, 0, 0, 0.106315, 0, 1, 30.9081, 8.72394, 314.006, -114.001, 2.46237]
residuals = [-15.3305 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102.829, -154.244, -261.147, 2.51103, 0, 0.988743, 0, 0, 0, 0, 0, 0, -0.393759, 0, 1, 0, -67.4667, -11.223, -86.2368, 490.736, -1.86694]
residuals = [3.45964 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27.7639, 41.6458, 391.721, 0, 2.51103, -0.26696, 0, 0, 0, 0, 0, 0, 0, 0.106315, 0, 1, 18.216, 3.03022, 194.624, -86.2368, 0.504074]
residuals = [-14.4922 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69.7235, -139.447, -261.147, 2.51103, 0, 0.670418, 0, 0, 0, 0, 0, 0, -0.266989, 0, 1, 0, -22.711, -1.87561, -58.4729, 231.906, -0.154899]
residuals = [7.03771 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27.7639, 55.5278, 522.295, 0, 2.51103, -0.26696, 0, 0, 0, 0, 0, 0, 0, 0.106315, 0, 1, 9.04352, 0.746867, 108.347, -58.4729, 0.0616806]
residuals = [-9.92599 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.6176, -91.544, -261.147, 2.51103, 0, 0.352092, 0, 0, 0, 0, 0, 0, -0.140218, 0, 1, 0, -4.47197, -0.13847, -30.709, 72.3948, -0.00428758]
residuals = [9.41948 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27.7639, 69.4097, 652.869, 0, 2.51103, -0.26696, 0, 0, 0, 0, 0, 0, 0, 0.106315, 0, 1, 3.39069, 0.104989, 55.1768, -30.709, 0.00325089]
residuals = [-3.12415 ; 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51179, -10.5354, -261.147, 2.51103, 0, 0.0337672, 0, 0, 0, 0, 0, 0, -0.0134475, 0, 1, 0, -0.15906, -0.0018266, -2.94513, 12.2007, -2.09761e-05]
